Day,Level,English,Tamil,Hindi
Day 87,Intermediate,Please make sure that you have switched off the oven.,ஓவனை (oven) அணைத்துவிட்டதை உறுதி செய்யவும். (Oven-ai anaiththuvittadhai urudhi seiyavum.),कृपया सुनिश्चित करें कि आपने ओवन बंद कर दिया है। (Kripya sunishchit karen ki aapne oven band kar diya hai.)
Day 87,Intermediate,I think it's better to wait for a while before making a decision.,ஒரு முடிவை எடுப்பதற்கு முன் சிறிது நேரம் காத்திருப்பது நல்லது என்று நினைக்கிறேன். (Oru mudivai eduppadharku mun siridhu neram kaathiruppadhu nalladhu endru ninaikkiren.),मुझे लगता है कि फैसला लेने से पहले थोड़ी देर इंतज़ार करना बेहतर है। (Mujhe lagta hai ki faisla lene se pehle thodi der intezaar karna behtar hai.)
Day 88,Intermediate,I really appreciate you taking the time to explain this to me.,இதை எனக்கு விளக்க நேரம் ஒதுக்கியதற்கு நான் உங்களுக்கு மிகவும் நன்றி கூறுகிறேன். (Idhai enakku vilakka neram odhikkiyadharku naan ungalukku migavum nandri koorigiren.),मुझे यह समझाने के लिए समय निकालने के लिए मैं वास्तव में आपकी सराहना करता हूँ। (Mujhe yeh samjhane ke liye samay nikalne ke liye main vaastav mein aapki saraahna karta hoon.)
Day 88,Intermediate,What do you think is the best way to deal with a noisy neighbor?,சத்தம் போடும் பக்கத்து வீட்டுக்காரரை எப்படிக் கையாளுவது என்று நினைக்கிறீர்கள்? (Saththam poadum pakkaththu veettukkaara rai eppadik kaiyaaluvadhu endru ninaikkireergal?),आपके अनुसार शोर करने वाले पड़ोसी से निपटने का सबसे अच्छा तरीका क्या है? (Aapke anusar shor karne waale padosi se nipatne ka sabse accha tareeka kya hai?)
Day 88,Intermediate,I prefer to work in a quiet place where I can focus.,நான் கவனம் செலுத்தக்கூடிய அமைதியான இடத்தில் வேலை செய்யவே விரும்புகிறேன். (Naan gavanm seluththakkoodiya amaidhiyaana idaththil velai seiyavae virumbugiren.),मैं ऐसी शांत जगह पर काम करना पसंद करता हूँ जहाँ मैं ध्यान केंद्रित कर सकूँ। (Main aisi shaant jagah par kaam karna pasand karta hoon jahan main dhyan kendrit kar sakoon.)
Day 88,Intermediate,She’s been feeling a bit stressed lately due to her exam preparations.,தேர்வு தயாரிப்புகளால் அவர் கடந்த சில நாட்களாக மன அழுத்தமாக உணர்கிறார். (Thervu thayaarippugalaal avar kadhandha sila naatkalaaga mana azhuththamaaga unargiraar.),वह अपनी परीक्षा की तैयारी के कारण पिछले कुछ समय से थोड़ा तनाव महसूस कर रही हैं। (Wah apni pariksha ki taiyari ke kaaran pichle kuch samay se thoda tanaav mehsoos kar rahi hain.)
Day 88,Intermediate,"I’ll be there in about five minutes, depending on the elevator.",லிஃப்டைப் பொறுத்து நான் சுமார் ஐந்து நிமிடங்களில் அங்கு வந்துவிடுவேன். (Lift-aip poruththu naan sumaar aindhu nimidangalil angu vandhuviduven.),"लिफ्ट के आधार पर, मैं लगभग पाँच मिनट में वहां पहुंच जाऊंगा। (Lift के aadhar par, main lagbhag paanch minute mein wahan pahunch jaunga.)"
Day 89,Intermediate,I'm planning to go to the grocery store this Saturday morning.,இந்த சனிக்கிழமை காலையில் மளிகைக் கடைக்குச் செல்லத் திட்டமிட்டுள்ளேன். (Indha sanikkilamai kaalaiyil maligaik kadaikkuch sella thittamittullen.),मैं इस शनिवार की सुबह किराने की दुकान पर जाने की योजना बना रहा हूँ। (Main is shanivaar ki subah kirane ki dukaan par jaane ki yojna bana raha hoon.)
Day 89,Intermediate,Have you ever considered joining a gym or a sports club?,ஜிம் அல்லது விளையாட்டுக் கழகத்தில் சேருவது பற்றி யோசித்திருக்கிறீர்களா? (Gym alladhu vilaiyaattuk kazhagaththil seruvadhu pattri yoasiththirukkireergala?),क्या आपने कभी जिम या स्पोर्ट्स क्लब में शामिल होने के बारे में सोचा है? (Kya aapne kabhi gym ya sports club mein shaamil hone ke baare mein socha hai?)
Day 89,Intermediate,I was just about to close the window when it started to rain.,மழை பெய்யத் தொடங்கியபோது நான் ஜன்னலை மூடத் தயாராக இருந்தேன். (Mazhai peiyath thodangiyapodhu naan jannalai moodath thayaaraaga irundhen.),"जब बारिश शुरू हुई, मैं बस खिड़की बंद करने ही वाला था। (Jab baarish shuru hui, main bas khidki band karne hi wala tha.)"
